frame_number,frame_size,frame_area,position,class_id,class_name,score,bbox,speed,area,area_relative,object_id,x_position,y_position,final_class,final_class_name,label
359,"(1920, 1080)",2073600,"(481, 981)",5,Military_Aircraft,0.7477053999900818,"[436.44512939453125, 964.3824157714844, 526.6881713867188, 998.4080505371094]",228.24494822768958,3070.5767869651318,0.0014807951326027834,0,481,981,5,Military_Aircraft,0 Military_Aircraft
360,"(1920, 1080)",2073600,"(478, 979)",2,Drone,0.6776493787765503,"[431.06573486328125, 956.228759765625, 526.0607299804688, 1003.6522216796875]",108.05847978413554,4504.991532966495,0.0021725460710679467,0,478,979,5,Military_Aircraft,0 Military_Aircraft
361,"(1920, 1080)",2073600,"(483, 982)",2,Drone,0.7277927994728088,"[437.3341064453125, 958.0531921386719, 529.9813232421875, 1006.5992736816406]",174.7538030423167,4497.659341350198,0.0021690100990307665,0,483,982,5,Military_Aircraft,0 Military_Aircraft
362,"(1920, 1080)",2073600,"(475, 980)",2,Drone,0.7209388613700867,"[428.73150634765625, 959.1559448242188, 521.6060180664062, 1002.7150268554688]",247.13919833872092,4045.5284745693207,0.0019509685930600505,0,475,980,5,Military_Aircraft,0 Military_Aircraft
363,"(1920, 1080)",2073600,"(481, 980)",2,Drone,0.6658477187156677,"[431.39996337890625, 954.2374877929688, 532.5814819335938, 1006.8447875976562]",179.82017982017982,5322.886481299996,0.0025669784342689027,0,481,980,5,Military_Aircraft,0 Military_Aircraft
364,"(1920, 1080)",2073600,"(479, 981)",2,Drone,0.6351158618927002,"[432.40185546875, 962.0824584960938, 525.712890625, 1000.9198608398438]",67.015024300693,3623.9582154750824,0.001747665034469079,0,479,981,5,Military_Aircraft,0 Military_Aircraft
365,"(1920, 1080)",2073600,"(472, 980)",2,Drone,0.6311902403831482,"[427.43231201171875, 958.4072265625, 517.7898559570312, 1002.1746826171875]",211.92011424172253,3954.7198338359594,0.0019071758457928046,0,472,980,5,Military_Aircraft,0 Military_Aircraft
366,"(1920, 1080)",2073600,"(480, 978)",2,Drone,0.709205687046051,"[428.0306396484375, 948.100341796875, 532.357177734375, 1008.0289306640625]",247.13919833872092,6252.142208889127,0.003015114876971994,0,480,978,5,Military_Aircraft,0 Military_Aircraft
367,"(1920, 1080)",2073600,"(472, 981)",2,Drone,0.7090409398078918,"[424.2415771484375, 959.1693115234375, 521.482666015625, 1003.36376953125]",256.0640483112147,4297.517218574882,0.0020724909425997693,0,472,981,5,Military_Aircraft,0 Military_Aircraft
368,"(1920, 1080)",2073600,"(473, 978)",0,Bird,0.4498825967311859,"[423.54913330078125, 949.881103515625, 524.2908325195312, 1007.8568725585938]",94.77355624880258,5840.577486902475,0.002816636519532444,0,473,978,5,Military_Aircraft,0 Military_Aircraft
369,"(1920, 1080)",2073600,"(476, 982)",2,Drone,0.7191249132156372,"[429.2955322265625, 958.1807861328125, 524.5587158203125, 1006.381591796875]",149.85014985014985,4591.762199342251,0.002214391492738354,0,476,982,5,Military_Aircraft,0 Military_Aircraft
370,"(1920, 1080)",2073600,"(467, 980)",2,Drone,0.6760948300361633,"[419.75372314453125, 958.5623779296875, 514.5126342773438, 1002.6529541015625]",276.3100236950915,4177.9749892652035,0.002014841333557679,0,467,980,5,Military_Aircraft,0 Military_Aircraft
371,"(1920, 1080)",2073600,"(474, 978)",2,Drone,0.6855909824371338,"[422.46148681640625, 951.5131225585938, 526.1515502929688, 1006.2603759765625]",218.1851115668487,5676.746182076633,0.0027376283671280057,0,474,978,5,Military_Aircraft,0 Military_Aircraft
372,"(1920, 1080)",2073600,"(471, 981)",2,Drone,0.6538583636283875,"[424.59490966796875, 961.66796875, 518.3350219726562, 1001.9764404296875]",127.1520685450335,3778.520662084222,0.0018222032513909249,0,471,981,5,Military_Aircraft,0 Military_Aircraft
373,"(1920, 1080)",2073600,"(463, 980)",2,Drone,0.6066771745681763,"[417.73370361328125, 957.84912109375, 509.0284423828125, 1002.9110107421875]",241.62610634261387,4113.913443915546,0.001983947455591988,0,463,980,5,Military_Aircraft,0 Military_Aircraft
374,"(1920, 1080)",2073600,"(472, 979)",2,Drone,0.6718111038208008,"[420.7458801269531, 950.763427734375, 523.2830810546875, 1007.305419921875]",271.39016398014235,5797.657613784075,0.002795938278252351,0,472,979,5,Military_Aircraft,0 Military_Aircraft
375,"(1920, 1080)",2073600,"(464, 982)",2,Drone,0.6840561032295227,"[416.99517822265625, 961.5312194824219, 512.7828979492188, 1003.8509826660156]",256.0640483112147,4053.7136147245765,0.0019549159021627007,0,464,982,5,Military_Aircraft,0 Military_Aircraft
376,"(1920, 1080)",2073600,"(461, 980)",2,Drone,0.5344201922416687,"[412.639404296875, 958.54541015625, 510.59246826171875, 1002.6729736328125]",108.05847978413554,4322.430047832429,0.00208450523140067,0,461,980,5,Military_Aircraft,0 Military_Aircraft
377,"(1920, 1080)",2073600,"(468, 979)",2,Drone,0.6304723024368286,"[417.3642883300781, 951.794677734375, 519.4629516601562, 1007.5843505859375]",211.92011424172253,5696.051025766879,0.002746938187580478,0,468,979,5,Military_Aircraft,0 Military_Aircraft
378,"(1920, 1080)",2073600,"(458, 982)",2,Drone,0.6977265477180481,"[410.93865966796875, 959.96826171875, 506.12127685546875, 1005.0357666015625]",312.89629896834816,4289.643064856529,0.0020686936076661504,0,458,982,5,Military_Aircraft,0 Military_Aircraft
379,"(1920, 1080)",2073600,"(463, 979)",2,Drone,0.7454833984375,"[412.43646240234375, 952.2079467773438, 514.79296875, 1007.5684204101562]",174.7538030423167,5666.504670806229,0.002732689366708251,0,463,979,5,Military_Aircraft,0 Military_Aircraft
380,"(1920, 1080)",2073600,"(464, 981)",2,Drone,0.7232386469841003,"[413.01947021484375, 954.9657592773438, 515.3924560546875, 1008.3880615234375]",67.015024300693,5469.000591371208,0.00263744241482022,0,464,981,5,Military_Aircraft,0 Military_Aircraft
381,"(1920, 1080)",2073600,"(457, 979)",2,Drone,0.6221332550048828,"[407.6822509765625, 951.5819702148438, 507.0648193359375, 1007.5701293945312]",218.1851115668487,5564.247056990862,0.002683375316835871,0,457,979,5,Military_Aircraft,0 Military_Aircraft
382,"(1920, 1080)",2073600,"(463, 982)",2,Drone,0.6631962060928345,"[411.2010498046875, 954.2998046875, 516.2196044921875, 1010.365966796875]",201.045072902079,5887.987311601639,0.0028395000538202347,0,463,982,5,Military_Aircraft,0 Military_Aircraft
383,"(1920, 1080)",2073600,"(455, 982)",2,Drone,0.6616562604904175,"[405.4457702636719, 956.377685546875, 505.5570373535156, 1008.8661499023438]",239.76023976023976,5254.686674226075,0.0025340888668142726,0,455,982,5,Military_Aircraft,0 Military_Aircraft
384,"(1920, 1080)",2073600,"(456, 981)",0,Bird,0.5307719707489014,"[406.6996765136719, 952.8799438476562, 507.2806091308594, 1010.3281860351562]",42.38402284834451,5778.197776436806,0.002786553711630404,0,456,981,5,Military_Aircraft,0 Military_Aircraft
385,"(1920, 1080)",2073600,"(458, 983)",2,Drone,0.5897079706192017,"[410.74334716796875, 959.908203125, 505.71295166015625, 1007.9523315429688]",84.76804569668901,4562.731874026358,0.0022003915287549954,0,458,983,5,Military_Aircraft,0 Military_Aircraft
386,"(1920, 1080)",2073600,"(447, 983)",2,Drone,0.6279274821281433,"[399.95269775390625, 961.3340759277344, 494.89794921875, 1005.6061706542969]",329.6703296703297,4203.4251666888595,0.0020271147601701677,0,447,983,5,Military_Aircraft,0 Military_Aircraft
387,"(1920, 1080)",2073600,"(452, 983)",2,Drone,0.7528957724571228,"[401.60760498046875, 958.10107421875, 504.1229248046875, 1008.757568359375]",149.85014985014985,5193.066697999835,0.002504372443094056,0,452,983,5,Military_Aircraft,0 Military_Aircraft
388,"(1920, 1080)",2073600,"(452, 984)",2,Drone,0.6992538571357727,"[403.84771728515625, 961.44384765625, 500.88421630859375, 1008.470947265625]",29.97002997002997,4563.345105320215,0.002200687261439147,0,452,984,5,Military_Aircraft,0 Military_Aircraft
389,"(1920, 1080)",2073600,"(447, 981)",0,Bird,0.5475871562957764,"[393.95269775390625, 951.7769165039062, 500.1427001953125, 1012.0801391601562]",174.7538030423167,6403.599361091852,0.003088155556082105,0,447,981,5,Military_Aircraft,0 Military_Aircraft
390,"(1920, 1080)",2073600,"(453, 985)",2,Drone,0.695693850517273,"[405.0025634765625, 961.1592407226562, 501.1002197265625, 1010.4287719726562]",216.11695956827108,4734.686477661133,0.0022833171670819507,0,453,985,5,Military_Aircraft,0 Military_Aircraft
391,"(1920, 1080)",2073600,"(443, 985)",2,Drone,0.6656234860420227,"[396.44610595703125, 964.6436157226562, 491.479736328125, 1006.1668701171875]",299.7002997002997,3946.105609934777,0.0019030216097293486,0,443,985,5,Military_Aircraft,0 Military_Aircraft
392,"(1920, 1080)",2073600,"(444, 982)",2,Drone,0.5486733317375183,"[391.594482421875, 953.8421630859375, 497.9124755859375, 1011.6793212890625]",94.77355624880258,6149.130590468645,0.002965437206051623,0,444,982,5,Military_Aircraft,0 Military_Aircraft
393,"(1920, 1080)",2073600,"(448, 983)",2,Drone,0.4781058430671692,"[397.13671875, 955.5100708007812, 499.2021789550781, 1012.4866333007812]",123.56959916936046,5815.339072465897,0.002804465216274063,0,448,983,5,Military_Aircraft,0 Military_Aircraft
394,"(1920, 1080)",2073600,"(440, 983)",0,Bird,0.5354699492454529,"[389.42437744140625, 957.40234375, 491.4060974121094, 1010.2705688476562]",239.76023976023976,5391.592527257279,0.0026001121369874994,0,440,983,5,Military_Aircraft,0 Military_Aircraft
395,"(1920, 1080)",2073600,"(445, 985)",2,Drone,0.7478954195976257,"[390.443603515625, 958.0360107421875, 499.80126953125, 1012.0316162109375]",161.39355066337174,5904.833389163017,0.002847624126718276,0,445,985,5,Military_Aircraft,0 Military_Aircraft
396,"(1920, 1080)",2073600,"(441, 987)",5,Military_Aircraft,0.5603592991828918,"[395.7904052734375, 968.9090881347656, 487.54498291015625, 1005.5410461425781]",134.030048601386,3361.149835012853,0.0016209248818541922,0,441,987,5,Military_Aircraft,0 Military_Aircraft
397,"(1920, 1080)",2073600,"(435, 985)",5,Military_Aircraft,0.5093078017234802,"[390.73126220703125, 967.2135009765625, 480.397705078125, 1004.4503173828125]",189.54711249760516,3338.892870992422,0.001610191392261006,0,435,985,5,Military_Aircraft,0 Military_Aircraft
398,"(1920, 1080)",2073600,"(442, 984)",2,Drone,0.5523959994316101,"[390.0767517089844, 953.30712890625, 495.5195007324219, 1015.2960205078125]",211.92011424172253,6536.279139384627,0.003152140788669284,0,442,984,5,Military_Aircraft,0 Military_Aircraft
399,"(1920, 1080)",2073600,"(435, 987)",5,Military_Aircraft,0.7385631203651428,"[390.445556640625, 969.47802734375, 480.79541015625, 1004.5440673828125]",228.24494822768958,3168.211580902338,0.0015278798133209577,0,435,987,5,Military_Aircraft,0 Military_Aircraft
400,"(1920, 1080)",2073600,"(434, 986)",5,Military_Aircraft,0.5527824759483337,"[388.46368408203125, 967.4210205078125, 481.15313720703125, 1005.166015625]",42.38402284834451,3498.5629556179047,0.0016871927833805483,0,434,986,5,Military_Aircraft,0 Military_Aircraft
401,"(1920, 1080)",2073600,"(439, 986)",2,Drone,0.5973899960517883,"[389.9394836425781, 959.9940185546875, 489.6268615722656, 1013.1468505859375]",149.85014985014985,5298.666454732418,0.0025552982517035197,0,439,986,5,Military_Aircraft,0 Military_Aircraft
402,"(1920, 1080)",2073600,"(428, 988)",2,Drone,0.6979303956031799,"[382.95904541015625, 967.05224609375, 474.6258544921875, 1009.595703125]",335.075121503465,3899.8229533731937,0.0018807016557548196,0,428,988,5,Military_Aircraft,0 Military_Aircraft
403,"(1920, 1080)",2073600,"(437, 986)",2,Drone,0.6867121458053589,"[384.5186767578125, 957.4008178710938, 490.81634521484375, 1014.9069213867188]",276.3100236950915,6112.764725759625,0.002947899655555375,0,437,986,5,Military_Aircraft,0 Military_Aircraft
404,"(1920, 1080)",2073600,"(434, 989)",2,Drone,0.4641733765602112,"[387.3062744140625, 968.9381713867188, 481.282470703125, 1010.275390625]",127.1520685450335,3884.7146291807294,0.0018734156197823734,0,434,989,5,Military_Aircraft,0 Military_Aircraft
405,"(1920, 1080)",2073600,"(429, 986)",0,Bird,0.5874505639076233,"[378.6281433105469, 958.0576171875, 480.3159484863281, 1014.9136962890625]",174.7538030423167,5781.569894738495,0.0027881799260891663,0,429,986,5,Military_Aircraft,0 Military_Aircraft
406,"(1920, 1080)",2073600,"(436, 987)",2,Drone,0.6722571849822998,"[384.7618103027344, 960.2109375, 488.3802795410156, 1015.5628051757812]",211.92011424172253,5735.475798044354,0.002765950905692686,0,436,987,5,Military_Aircraft,0 Military_Aircraft
407,"(1920, 1080)",2073600,"(427, 988)",5,Military_Aircraft,0.698523223400116,"[382.8892822265625, 969.7415161132812, 472.6104736328125, 1007.7378540039062]",271.39016398014235,3409.076704621315,0.00164403776264531,0,427,988,5,Military_Aircraft,0 Military_Aircraft
408,"(1920, 1080)",2073600,"(426, 988)",5,Military_Aircraft,0.7415599822998047,"[380.740478515625, 968.909912109375, 472.7545166015625, 1007.2098388671875]",29.97002997002997,3524.130919381976,0.0016995230128192401,0,426,988,5,Military_Aircraft,0 Military_Aircraft
409,"(1920, 1080)",2073600,"(433, 990)",2,Drone,0.6261484026908875,"[384.94073486328125, 965.1947631835938, 481.98663330078125, 1015.4191284179688]",218.1851115668487,4874.068647623062,0.0023505346487379735,0,433,990,5,Military_Aircraft,0 Military_Aircraft
410,"(1920, 1080)",2073600,"(424, 988)",2,Drone,0.6760138869285583,"[374.289306640625, 960.0397338867188, 473.841552734375, 1017.0064086914062]",276.3100236950915,5671.160429298878,0.0027349346206109555,0,424,988,5,Military_Aircraft,0 Military_Aircraft
411,"(1920, 1080)",2073600,"(427, 988)",2,Drone,0.6458060145378113,"[376.1443176269531, 960.2012939453125, 478.5337829589844, 1016.9976806640625]",89.91008991008991,5815.351668924093,0.0028044712909549062,0,427,988,5,Military_Aircraft,0 Military_Aircraft
412,"(1920, 1080)",2073600,"(425, 989)",5,Military_Aircraft,0.5734198093414307,"[379.26416015625, 968.632080078125, 472.3126220703125, 1010.7811279296875]",67.015024300693,3921.904073730111,0.001891350344198549,0,425,989,5,Military_Aircraft,0 Military_Aircraft
413,"(1920, 1080)",2073600,"(422, 989)",0,Bird,0.4517059624195099,"[371.6318664550781, 961.7902221679688, 473.3974914550781, 1017.4425659179688]",89.91008991008991,5663.495544433594,0.0027312382062276205,0,422,989,5,Military_Aircraft,0 Military_Aircraft
414,"(1920, 1080)",2073600,"(424, 988)",0,Bird,0.6165814399719238,"[374.9156799316406, 959.5594482421875, 474.8110656738281, 1018.326416015625]",67.015024300693,5870.548914626241,0.002831090333056636,0,424,988,5,Military_Aircraft,0 Military_Aircraft
415,"(1920, 1080)",2073600,"(420, 989)",2,Drone,0.555126428604126,"[374.20025634765625, 967.9343872070312, 467.517822265625, 1011.2892456054688]",123.56959916936046,4045.7698564603925,0.0019510850002220257,0,420,989,5,Military_Aircraft,0 Military_Aircraft
416,"(1920, 1080)",2073600,"(421, 989)",5,Military_Aircraft,0.5854687094688416,"[374.55975341796875, 969.9568176269531, 468.12066650390625, 1009.1607971191406]",29.97002997002997,3667.960117891431,0.001768885087717704,0,421,989,5,Military_Aircraft,0 Military_Aircraft
417,"(1920, 1080)",2073600,"(424, 988)",2,Drone,0.67484050989151,"[374.5623779296875, 959.8265991210938, 474.69342041015625, 1016.9285888671875]",94.77355624880258,5717.681760985404,0.0027573696764011404,0,424,988,5,Military_Aircraft,0 Military_Aircraft
418,"(1920, 1080)",2073600,"(415, 989)",2,Drone,0.5513291358947754,"[368.07904052734375, 967.0782470703125, 462.6795654296875, 1012.7246704101562]",271.39016398014235,4318.175607863814,0.0020824535145948174,0,415,989,5,Military_Aircraft,0 Military_Aircraft
419,"(1920, 1080)",2073600,"(423, 990)",2,Drone,0.7504626512527466,"[370.0755615234375, 960.5213012695312, 476.318115234375, 1019.8024291992188]",241.62610634261387,6298.178418114781,0.0030373159809581316,0,423,990,5,Military_Aircraft,0 Military_Aircraft
420,"(1920, 1080)",2073600,"(418, 990)",0,Bird,0.4979308843612671,"[368.2576904296875, 963.4711303710938, 469.738037109375, 1017.4667358398438]",149.85014985014985,5479.49276214838,0.0026425022965607544,0,418,990,5,Military_Aircraft,0 Military_Aircraft
421,"(1920, 1080)",2073600,"(417, 989)",2,Drone,0.3058673143386841,"[367.3061218261719, 961.604736328125, 467.2889404296875, 1017.0787353515625]",42.38402284834451,5546.4467815719545,0.002674791079075981,0,417,989,5,Military_Aircraft,0 Military_Aircraft
422,"(1920, 1080)",2073600,"(424, 991)",2,Drone,0.6054292321205139,"[375.091552734375, 966.4201049804688, 473.07958984375, 1016.5735473632812]",218.1851115668487,4914.437373369932,0.0023700025913242343,0,424,991,5,Military_Aircraft,0 Military_Aircraft
423,"(1920, 1080)",2073600,"(414, 990)",2,Drone,0.72959303855896,"[367.908203125, 966.8072509765625, 461.9814453125, 1013.8624877929688]",301.19507356006665,4426.638689219952,0.002134760170341412,0,414,990,5,Military_Aircraft,0 Military_Aircraft
424,"(1920, 1080)",2073600,"(416, 990)",0,Bird,0.6165867447853088,"[364.51007080078125, 961.5430297851562, 468.4248962402344, 1019.3622436523438]",59.94005994005994,6008.2735160551965,0.0028975084471716804,0,416,990,5,Military_Aircraft,0 Military_Aircraft
425,"(1920, 1080)",2073600,"(421, 991)",2,Drone,0.6601495146751404,"[374.9308776855469, 967.8395690917969, 468.1242980957031, 1014.4468688964844]",152.8177676401434,4343.4936848804355,0.0020946632353782964,0,421,991,5,Military_Aircraft,0 Military_Aircraft
426,"(1920, 1080)",2073600,"(410, 990)",2,Drone,0.5790891647338867,"[365.25872802734375, 968.3741455078125, 456.60626220703125, 1012.2068481445312]",331.02980071490293,4004.0093022957444,0.0019309458440855249,0,410,990,5,Military_Aircraft,0 Military_Aircraft
427,"(1920, 1080)",2073600,"(420, 990)",2,Drone,0.6926338076591492,"[370.1832275390625, 966.3562316894531, 469.84814453125, 1014.7056579589844]",299.7002997002997,4818.741555772722,0.0023238529879305177,0,420,990,5,Military_Aircraft,0 Military_Aircraft
428,"(1920, 1080)",2073600,"(416, 991)",5,Military_Aircraft,0.7112762928009033,"[370.551025390625, 971.4025268554688, 461.86566162109375, 1010.7631225585938]",123.56959916936046,3594.1984784454107,0.0017333133094354796,0,416,991,5,Military_Aircraft,0 Military_Aircraft
429,"(1920, 1080)",2073600,"(411, 989)",5,Military_Aircraft,0.5243571400642395,"[365.9629211425781, 969.2487182617188, 457.2803649902344, 1010.6339721679688]",161.39355066337174,3779.195599704981,0.0018225287421416768,0,411,989,5,Military_Aircraft,0 Military_Aircraft
430,"(1920, 1080)",2073600,"(421, 991)",2,Drone,0.700082540512085,"[374.03173828125, 967.3809204101562, 468.445068359375, 1015.6644897460938]",305.6355352802868,4558.612569063902,0.0021984049812229464,0,421,991,5,Military_Aircraft,0 Military_Aircraft
431,"(1920, 1080)",2073600,"(410, 989)",2,Drone,0.6884474158287048,"[366.32598876953125, 969.5520629882812, 455.40374755859375, 1010.0198364257812]",335.075121503465,3604.7785609960556,0.001738415586900104,0,410,989,5,Military_Aircraft,0 Military_Aircraft
432,"(1920, 1080)",2073600,"(413, 989)",5,Military_Aircraft,0.628962516784668,"[365.55548095703125, 969.9736633300781, 461.060546875, 1009.2203674316406]",89.91008991008991,3748.259062282741,0.0018076095014866614,0,413,989,5,Military_Aircraft,0 Military_Aircraft
433,"(1920, 1080)",2073600,"(416, 990)",2,Drone,0.6456432342529297,"[366.0958557128906, 962.7171020507812, 467.09161376953125, 1017.5824584960938]",94.77355624880258,5541.16826524213,0.002672245498284206,0,416,990,5,Military_Aircraft,0 Military_Aircraft
434,"(1920, 1080)",2073600,"(408, 989)",2,Drone,0.7180032134056091,"[361.6173400878906, 967.0335998535156, 454.9206237792969, 1011.3655700683594]",241.62610634261387,4136.3183935545385,0.001994752311706471,0,408,989,5,Military_Aircraft,0 Military_Aircraft
435,"(1920, 1080)",2073600,"(417, 989)",2,Drone,0.7153287529945374,"[368.25140380859375, 965.9968566894531, 467.40325927734375, 1013.8932189941406]",269.7302697302697,4749.013192713261,0.0022902262696340957,0,417,989,5,Military_Aircraft,0 Military_Aircraft
436,"(1920, 1080)",2073600,"(412, 989)",5,Military_Aircraft,0.8128432035446167,"[368.1307373046875, 972.6846008300781, 456.7423095703125, 1007.0144348144531]",149.85014985014985,3042.0205649733543,0.0014670238064107611,0,412,989,5,Military_Aircraft,0 Military_Aircraft
437,"(1920, 1080)",2073600,"(412, 990)",0,Bird,0.4664284884929657,"[359.7657470703125, 961.463623046875, 465.0328063964844, 1019.171875]",29.97002997002997,6074.777981959283,0.0029295804311146234,0,412,990,5,Military_Aircraft,0 Military_Aircraft
438,"(1920, 1080)",2073600,"(416, 989)",2,Drone,0.7277427911758423,"[366.0790100097656, 960.5896606445312, 467.5566101074219, 1018.025634765625]",123.56959916936046,5828.464813079685,0.0028107951451966074,0,416,989,5,Military_Aircraft,0 Military_Aircraft
439,"(1920, 1080)",2073600,"(410, 988)",2,Drone,0.7420932650566101,"[361.17449951171875, 961.3276977539062, 460.078125, 1016.4435424804688]",182.30057533361295,5451.156865306199,0.0026288372228521406,0,410,988,5,Military_Aircraft,0 Military_Aircraft
440,"(1920, 1080)",2073600,"(413, 989)",2,Drone,0.7042690515518188,"[361.1854248046875, 961.0087280273438, 466.3009948730469, 1017.6275024414062]",94.77355624880258,5951.51474910602,0.0028701363566290606,0,413,989,5,Military_Aircraft,0 Military_Aircraft
441,"(1920, 1080)",2073600,"(414, 989)",2,Drone,0.6210131645202637,"[364.2353210449219, 961.44677734375, 465.11187744140625, 1016.606201171875]",29.97002997002997,5564.292728595436,0.0026833973421081384,0,414,989,5,Military_Aircraft,0 Military_Aircraft
442,"(1920, 1080)",2073600,"(406, 987)",2,Drone,0.7356460094451904,"[360.44000244140625, 965.9418334960938, 452.99676513671875, 1009.3659057617188]",247.13919833872092,4019.191551953554,0.001938267530841799,0,406,987,5,Military_Aircraft,0 Military_Aircraft
443,"(1920, 1080)",2073600,"(414, 989)",2,Drone,0.7372086048126221,"[366.0283203125, 965.439453125, 463.3787841796875, 1013.072021484375]",247.13919833872092,4637.0526249706745,0.0022362329402829256,0,414,989,5,Military_Aircraft,0 Military_Aircraft
444,"(1920, 1080)",2073600,"(414, 986)",2,Drone,0.5311919450759888,"[363.033447265625, 959.0379638671875, 466.3349304199219, 1013.923095703125]",89.91008991008991,5669.715521771461,0.002734237809496268,0,414,986,5,Military_Aircraft,0 Military_Aircraft
445,"(1920, 1080)",2073600,"(411, 986)",0,Bird,0.6046023964881897,"[360.0890808105469, 958.1649780273438, 462.4023742675781, 1014.7431030273438]",89.91008991008991,5788.694306373596,0.0027916156955891183,0,411,986,5,Military_Aircraft,0 Military_Aircraft
446,"(1920, 1080)",2073600,"(415, 988)",2,Drone,0.6444706320762634,"[369.10589599609375, 964.1938171386719, 462.70904541015625, 1013.6570129394531]",134.030048601386,4629.910907037556,0.00223278882476734,0,415,988,5,Military_Aircraft,0 Military_Aircraft
447,"(1920, 1080)",2073600,"(405, 987)",2,Drone,0.6881371736526489,"[358.246826171875, 964.1021728515625, 453.0408935546875, 1010.102294921875]",301.19507356006665,4360.538671150804,0.002102883232615164,0,405,987,5,Military_Aircraft,0 Military_Aircraft
448,"(1920, 1080)",2073600,"(413, 985)",2,Drone,0.7322469353675842,"[360.77398681640625, 955.0611572265625, 466.0735778808594, 1016.1932983398438]",247.13919833872092,6437.189460122958,0.0031043544850130004,0,413,985,5,Military_Aircraft,0 Military_Aircraft
449,"(1920, 1080)",2073600,"(414, 986)",2,Drone,0.7420424818992615,"[363.32794189453125, 959.4614868164062, 466.3721923828125, 1013.2157592773438]",42.38402284834451,5539.068716280162,0.002671232984317208,0,414,986,5,Military_Aircraft,0 Military_Aircraft
450,"(1920, 1080)",2073600,"(404, 986)",2,Drone,0.7434368133544922,"[358.06512451171875, 964.3637084960938, 451.4339599609375, 1009.5924682617188]",299.7002997002997,4222.956628128886,0.002036533867731909,0,404,986,5,Military_Aircraft,0 Military_Aircraft
451,"(1920, 1080)",2073600,"(414, 985)",2,Drone,0.7694181203842163,"[361.0587158203125, 957.0228881835938, 467.574462890625, 1014.4960327148438]",301.19507356006665,6121.794926226139,0.0029522544976013404,0,414,985,5,Military_Aircraft,0 Military_Aircraft
452,"(1920, 1080)",2073600,"(407, 986)",5,Military_Aircraft,0.7502462267875671,"[362.598388671875, 968.5278625488281, 453.384765625, 1004.8136901855469]",211.92011424172253,3294.2588258832693,0.0015886664862477186,0,407,986,5,Military_Aircraft,0 Military_Aircraft
453,"(1920, 1080)",2073600,"(406, 985)",5,Military_Aircraft,0.44652068614959717,"[358.9838562011719, 966.3197631835938, 453.7525939941406, 1005.0320434570312]",42.38402284834451,3668.713938601315,0.0017692486200816526,0,406,985,5,Military_Aircraft,0 Military_Aircraft
454,"(1920, 1080)",2073600,"(414, 986)",2,Drone,0.7122464776039124,"[363.0516357421875, 959.19873046875, 465.87451171875, 1013.3763427734375]",241.62610634261387,5570.697910711169,0.0026864862609525314,0,414,986,5,Military_Aircraft,0 Military_Aircraft
455,"(1920, 1080)",2073600,"(406, 985)",2,Drone,0.6813567280769348,"[354.9906921386719, 958.8096313476562, 457.3893127441406, 1012.4525756835938]",241.62610634261387,5492.963505215943,0.002648998603981454,0,406,985,5,Military_Aircraft,0 Military_Aircraft
456,"(1920, 1080)",2073600,"(410, 984)",2,Drone,0.7630162835121155,"[356.24285888671875, 956.26318359375, 465.1950988769531, 1012.7868041992188]",123.56959916936046,6158.375077323988,0.0029698953883699787,0,410,984,5,Military_Aircraft,0 Military_Aircraft
457,"(1920, 1080)",2073600,"(411, 985)",2,Drone,0.7188870310783386,"[359.4976806640625, 958.823974609375, 462.9947509765625, 1012.6838989257812]",42.38402284834451,5574.344374001026,0.0026882447791285813,0,411,985,5,Military_Aircraft,0 Military_Aircraft
458,"(1920, 1080)",2073600,"(407, 985)",2,Drone,0.5843194723129272,"[356.27960205078125, 957.7066040039062, 457.96380615234375, 1012.4364624023438]",119.88011988011988,5565.162091836333,0.002683816595214281,0,407,985,5,Military_Aircraft,0 Military_Aircraft
459,"(1920, 1080)",2073600,"(412, 985)",2,Drone,0.7029986381530762,"[362.08154296875, 958.0852661132812, 463.8592529296875, 1013.4019775390625]",149.85014985014985,5630.008211486042,0.0027150888365576973,0,412,985,5,Military_Aircraft,0 Military_Aircraft
460,"(1920, 1080)",2073600,"(407, 985)",2,Drone,0.7062464952468872,"[357.56597900390625, 958.2623291015625, 456.97760009765625, 1013.1573486328125]",149.85014985014985,5457.202881574631,0.002631752932858136,0,407,985,5,Military_Aircraft,0 Military_Aircraft
461,"(1920, 1080)",2073600,"(405, 984)",2,Drone,0.5234732031822205,"[354.26019287109375, 957.1265258789062, 456.5419921875, 1012.5481567382812]",67.015024300693,5668.624125346541,0.002733711480201843,0,405,984,5,Military_Aircraft,0 Military_Aircraft
462,"(1920, 1080)",2073600,"(410, 985)",2,Drone,0.665704607963562,"[361.1999816894531, 958.6630249023438, 458.9241027832031, 1012.8118896484375]",152.8177676401434,5291.650215536356,0.0025519146486961595,0,410,985,5,Military_Aircraft,0 Military_Aircraft
463,"(1920, 1080)",2073600,"(404, 985)",2,Drone,0.7152473330497742,"[354.9680480957031, 958.012939453125, 454.2784729003906, 1012.31103515625]",179.82017982017982,5392.366950362921,0.00260048560492039,0,404,985,5,Military_Aircraft,0 Military_Aircraft
464,"(1920, 1080)",2073600,"(405, 985)",2,Drone,0.7331705689430237,"[354.4266357421875, 956.6614379882812, 457.4231872558594, 1013.7658081054688]",29.97002997002997,5881.553198430687,0.0028363971828851693,0,405,985,5,Military_Aircraft,0 Military_Aircraft
