frame_number,frame_size,frame_area,position,class_id,class_name,score,bbox,speed,area,area_relative,object_id,x_position,y_position,final_class,final_class_name,label
692,"(1920, 1080)",2073600,"(397, 1075)",5,Military_Aircraft,0.8537432551383972,"[339.31903076171875, 1047.2598876953125, 456.46124267578125, 1104.248046875]",174.7538030423167,6675.719019219279,0.0032193861010895446,0,397,1075,5,Military_Aircraft,0 Military_Aircraft
693,"(1920, 1080)",2073600,"(400, 1076)",5,Military_Aircraft,0.8802523016929626,"[330.54425048828125, 1047.7213134765625, 469.78948974609375, 1104.8829345703125]",94.77355624880258,7959.483605563641,0.00383848553509049,0,400,1076,5,Military_Aircraft,0 Military_Aircraft
694,"(1920, 1080)",2073600,"(400, 1077)",0,Bird,0.6366819143295288,"[329.5441589355469, 1035.40283203125, 471.4741516113281, 1119.5445556640625]",29.97002997002997,11942.234218932688,0.005759179310827878,0,400,1077,5,Military_Aircraft,0 Military_Aircraft
695,"(1920, 1080)",2073600,"(398, 1074)",5,Military_Aircraft,0.8879981637001038,"[334.5438232421875, 1044.9487609863281, 462.816162109375, 1104.4244079589844]",108.05847978413554,7629.080342821777,0.00367914754187007,0,398,1074,5,Military_Aircraft,0 Military_Aircraft
696,"(1920, 1080)",2073600,"(399, 1076)",3,Helicopter,0.7627751231193542,"[324.76690673828125, 1035.7318725585938, 475.21759033203125, 1117.8345336914062]",67.015024300693,12352.40149229765,0.005956983744356505,0,399,1076,5,Military_Aircraft,0 Military_Aircraft
697,"(1920, 1080)",2073600,"(396, 1077)",5,Military_Aircraft,0.8278813362121582,"[345.02459716796875, 1049.7589721679688, 448.313232421875, 1104.5798950195312]",94.77355624880258,5662.378304697573,0.0027306994139166536,0,396,1077,5,Military_Aircraft,0 Military_Aircraft
698,"(1920, 1080)",2073600,"(398, 1075)",5,Military_Aircraft,0.8422009944915771,"[329.93048095703125, 1046.2889404296875, 466.49176025390625, 1105.106201171875]",84.76804569668901,8032.1603716909885,0.0038735341298664103,0,398,1075,5,Military_Aircraft,0 Military_Aircraft
699,"(1920, 1080)",2073600,"(401, 1078)",0,Bird,0.5692671537399292,"[326.7886962890625, 1039.033203125, 476.7318420410156, 1117.7052001953125]",127.1520685450335,11796.326723311096,0.005688814970732589,0,401,1078,5,Military_Aircraft,0 Military_Aircraft
700,"(1920, 1080)",2073600,"(397, 1076)",5,Military_Aircraft,0.8816590905189514,"[339.4599609375, 1047.925048828125, 456.00531005859375, 1104.3790283203125]",134.030048601386,6579.448749192059,0.0031729594662384545,0,397,1076,5,Military_Aircraft,0 Military_Aircraft
701,"(1920, 1080)",2073600,"(398, 1075)",5,Military_Aircraft,0.6863881945610046,"[328.06903076171875, 1044.77392578125, 469.91973876953125, 1106.2578125]",42.38402284834451,8721.532862126827,0.004205986141071965,0,398,1075,5,Military_Aircraft,0 Military_Aircraft
702,"(1920, 1080)",2073600,"(401, 1078)",3,Helicopter,0.6701552271842957,"[335.92974853515625, 1039.6734313964844, 466.73455810546875, 1117.5983581542969]",127.1520685450335,10192.955205336213,0.004915584107511677,0,401,1078,5,Military_Aircraft,0 Military_Aircraft
703,"(1920, 1080)",2073600,"(398, 1074)",5,Military_Aircraft,0.9000229239463806,"[334.3424072265625, 1045.9918212890625, 462.990478515625, 1103.8309326171875]",149.85014985014985,7440.890117436647,0.0035883922248440623,0,398,1074,5,Military_Aircraft,0 Military_Aircraft
704,"(1920, 1080)",2073600,"(400, 1076)",3,Helicopter,0.806826651096344,"[326.6990966796875, 1036.9734497070312, 474.09783935546875, 1116.4388427734375]",84.76804569668901,11713.099024225026,0.005648678155972717,0,400,1076,5,Military_Aircraft,0 Military_Aircraft
705,"(1920, 1080)",2073600,"(397, 1076)",5,Military_Aircraft,0.8461689352989197,"[347.06915283203125, 1049.2078857421875, 448.78533935546875, 1103.289306640625]",89.91008991008991,5500.955895558,0.002652852958891782,0,397,1076,5,Military_Aircraft,0 Military_Aircraft
706,"(1920, 1080)",2073600,"(398, 1074)",5,Military_Aircraft,0.8051261901855469,"[329.1009521484375, 1044.5702819824219, 468.1856689453125, 1104.8140563964844]",67.015024300693,8378.988303154707,0.004040792970271367,0,398,1074,5,Military_Aircraft,0 Military_Aircraft
707,"(1920, 1080)",2073600,"(401, 1077)",3,Helicopter,0.5953114628791809,"[330.0635986328125, 1037.5751953125, 473.91326904296875, 1117.1229248046875]",127.1520685450335,11442.914669327438,0.005518380916921025,0,401,1077,5,Military_Aircraft,0 Military_Aircraft
708,"(1920, 1080)",2073600,"(400, 1074)",5,Military_Aircraft,0.8568772673606873,"[342.08428955078125, 1045.8711242675781, 457.9710693359375, 1102.5041198730469]",94.77355624880258,6563.015490304679,0.00316503447642008,0,400,1074,5,Military_Aircraft,0 Military_Aircraft
709,"(1920, 1080)",2073600,"(401, 1072)",5,Military_Aircraft,0.7448654174804688,"[330.7314453125, 1041.4959106445312, 472.0103759765625, 1103.252197265625]",67.015024300693,8724.862135611475,0.004207591693485472,0,401,1072,5,Military_Aircraft,0 Military_Aircraft
710,"(1920, 1080)",2073600,"(401, 1076)",3,Helicopter,0.6583128571510315,"[340.330078125, 1038.8347778320312, 462.1771240234375, 1114.2303466796875]",119.88011988011988,9186.727337919176,0.004430327612808245,0,401,1076,5,Military_Aircraft,0 Military_Aircraft
711,"(1920, 1080)",2073600,"(401, 1073)",5,Military_Aircraft,0.8894898295402527,"[338.01666259765625, 1044.8917846679688, 465.81207275390625, 1102.0115356445312]",89.91008991008991,7299.642004072666,0.003520274886223315,0,401,1073,5,Military_Aircraft,0 Military_Aircraft
712,"(1920, 1080)",2073600,"(404, 1073)",3,Helicopter,0.8229480385780334,"[329.99835205078125, 1032.6206970214844, 478.64801025390625, 1115.3326721191406]",89.91008991008991,12295.106827571988,0.00592935321545717,0,404,1073,5,Military_Aircraft,0 Military_Aircraft
713,"(1920, 1080)",2073600,"(402, 1073)",5,Military_Aircraft,0.7490311861038208,"[349.94757080078125, 1044.4058227539062, 454.66717529296875, 1102.875732421875]",59.94005994005994,6122.945815123618,0.0029528095173242757,0,402,1073,5,Military_Aircraft,0 Military_Aircraft
714,"(1920, 1080)",2073600,"(404, 1070)",5,Military_Aircraft,0.7217977643013,"[333.77362060546875, 1040.6542358398438, 474.347412109375, 1100.1421508789062]",108.05847978413554,8362.44176570326,0.004032813351515847,0,404,1070,5,Military_Aircraft,0 Military_Aircraft
715,"(1920, 1080)",2073600,"(407, 1073)",3,Helicopter,0.7633022665977478,"[335.6593017578125, 1032.66943359375, 478.9561767578125, 1113.74462890625]",127.1520685450335,11617.822128295898,0.005602730578846402,0,407,1073,5,Military_Aircraft,0 Military_Aircraft
716,"(1920, 1080)",2073600,"(406, 1071)",5,Military_Aircraft,0.8880965113639832,"[348.14361572265625, 1044.5378112792969, 464.34771728515625, 1099.0807189941406]",67.015024300693,6338.109587609768,0.003056572910691439,0,406,1071,5,Military_Aircraft,0 Military_Aircraft
717,"(1920, 1080)",2073600,"(406, 1068)",0,Bird,0.6863414645195007,"[330.5947265625, 1027.619140625, 482.1700744628906, 1109.9000244140625]",89.91008991008991,12471.75358587876,0.0060145416598566545,0,406,1068,5,Military_Aircraft,0 Military_Aircraft
718,"(1920, 1080)",2073600,"(407, 1075)",5,Military_Aircraft,0.6849514245986938,"[349.3685302734375, 1045.32373046875, 466.4495849609375, 1104.721923828125]",211.92011424172253,6954.403125047684,0.0033537823712614214,0,407,1075,5,Military_Aircraft,0 Military_Aircraft
719,"(1920, 1080)",2073600,"(408, 1069)",5,Military_Aircraft,0.8946952223777771,"[344.519287109375, 1041.4310302734375, 472.15155029296875, 1098.0433349609375]",182.30057533361295,7225.556571304798,0.0034845469576122675,0,408,1069,5,Military_Aircraft,0 Military_Aircraft
720,"(1920, 1080)",2073600,"(411, 1069)",3,Helicopter,0.8222939372062683,"[336.86407470703125, 1027.2984619140625, 486.08087158203125, 1111.280517578125]",89.91008991008991,12531.533341169357,0.006043370631350963,0,411,1069,5,Military_Aircraft,0 Military_Aircraft
721,"(1920, 1080)",2073600,"(410, 1070)",5,Military_Aircraft,0.8554844856262207,"[359.70184326171875, 1044.4201049804688, 461.60357666015625, 1097.0620727539062]",42.38402284834451,5364.307765617967,0.002586953976474714,0,410,1070,5,Military_Aircraft,0 Military_Aircraft
722,"(1920, 1080)",2073600,"(413, 1068)",5,Military_Aircraft,0.8445508480072021,"[345.031005859375, 1039.2206726074219, 481.7994384765625, 1097.1490783691406]",108.05847978413554,7922.777260042727,0.00382078378667184,0,413,1068,5,Military_Aircraft,0 Military_Aircraft
723,"(1920, 1080)",2073600,"(415, 1070)",3,Helicopter,0.7417561411857605,"[344.570556640625, 1030.9997253417969, 486.06866455078125, 1110.1612854003906]",84.76804569668901,11201.210967507213,0.005401818560719142,0,415,1070,5,Military_Aircraft,0 Military_Aircraft
724,"(1920, 1080)",2073600,"(414, 1067)",5,Military_Aircraft,0.8690118789672852,"[357.51446533203125, 1040.5561218261719, 471.88165283203125, 1094.8302307128906]",94.77355624880258,6207.1771874427795,0.002993430356598563,0,414,1067,5,Military_Aircraft,0 Military_Aircraft
725,"(1920, 1080)",2073600,"(415, 1065)",0,Bird,0.7012399435043335,"[337.2377624511719, 1024.2264404296875, 493.14825439453125, 1106.9776611328125]",67.015024300693,12901.783528737724,0.006221924927053301,0,415,1065,5,Military_Aircraft,0 Military_Aircraft
726,"(1920, 1080)",2073600,"(419, 1067)",0,Bird,0.5991121530532837,"[354.6700744628906, 1027.8956298828125, 484.5894470214844, 1106.9100341796875]",134.030048601386,10265.501829341054,0.004950569940847345,0,419,1067,5,Military_Aircraft,0 Military_Aircraft
727,"(1920, 1080)",2073600,"(418, 1064)",5,Military_Aircraft,0.867952287197113,"[355.1260070800781, 1037.0181884765625, 482.5115661621094, 1091.9060668945312]",94.77355624880258,6991.923079099506,0.0033718764849052403,0,418,1064,5,Military_Aircraft,0 Military_Aircraft
728,"(1920, 1080)",2073600,"(419, 1066)",3,Helicopter,0.621588945388794,"[346.55133056640625, 1030.7794494628906, 492.22650146484375, 1101.9122619628906]",67.015024300693,10362.284617424011,0.00499724373911266,0,419,1066,5,Military_Aircraft,0 Military_Aircraft
729,"(1920, 1080)",2073600,"(420, 1064)",5,Military_Aircraft,0.8028454780578613,"[368.5368347167969, 1037.3740844726562, 472.0641784667969, 1092.185546875]",67.015024300693,5674.485109567642,0.0027365379579319263,0,420,1064,5,Military_Aircraft,0 Military_Aircraft
730,"(1920, 1080)",2073600,"(422, 1063)",5,Military_Aircraft,0.8075141310691833,"[354.02130126953125, 1034.2270812988281, 491.633056640625, 1092.3974304199219]",67.015024300693,8004.923853103071,0.0038603992347140586,0,422,1063,5,Military_Aircraft,0 Military_Aircraft
731,"(1920, 1080)",2073600,"(423, 1064)",2,Drone,0.7279149889945984,"[350.87969970703125, 1022.549560546875, 496.7718200683594, 1106.0479736328125]",42.38402284834451,12181.76053191349,0.005874691614541613,0,423,1064,5,Military_Aircraft,0 Military_Aircraft
732,"(1920, 1080)",2073600,"(424, 1060)",5,Military_Aircraft,0.8649548292160034,"[366.4411926269531, 1033.1882934570312, 482.3179626464844, 1088.6327514648438]",123.56959916936046,6424.724709428847,0.003098343320519313,0,424,1060,5,Military_Aircraft,0 Military_Aircraft
733,"(1920, 1080)",2073600,"(425, 1061)",5,Military_Aircraft,0.8023407459259033,"[354.2120361328125, 1033.9341430664062, 496.5140380859375, 1089.9330444335938]",42.38402284834451,7968.75577172637,0.003842957065840263,0,425,1061,5,Military_Aircraft,0 Military_Aircraft
734,"(1920, 1080)",2073600,"(427, 1063)",0,Bird,0.38541272282600403,"[363.54595947265625, 1026.88623046875, 490.7312927246094, 1099.984375]",84.76804569668901,9297.011872306466,0.004483512669900881,0,427,1063,5,Military_Aircraft,0 Military_Aircraft
735,"(1920, 1080)",2073600,"(428, 1059)",5,Military_Aircraft,0.8975006937980652,"[365.5624694824219, 1031.6394653320312, 492.3423156738281, 1087.6008911132812]",123.56959916936046,7094.780953198671,0.003421480012152137,0,428,1059,5,Military_Aircraft,0 Military_Aircraft
736,"(1920, 1080)",2073600,"(428, 1062)",3,Helicopter,0.4344996213912964,"[358.89599609375, 1028.556884765625, 498.47418212890625, 1096.9329833984375]",89.91008991008991,9543.811815328896,0.004602532704151667,0,428,1062,5,Military_Aircraft,0 Military_Aircraft
737,"(1920, 1080)",2073600,"(430, 1060)",0,Bird,0.6997653245925903,"[366.52423095703125, 1021.3049926757812, 493.8379211425781, 1098.8101806640625]",84.76804569668901,9867.471491312608,0.0047586185818444295,0,430,1060,5,Military_Aircraft,0 Military_Aircraft
738,"(1920, 1080)",2073600,"(433, 1057)",0,Bird,0.6051192879676819,"[359.4838562011719, 1021.5342407226562, 507.6458435058594, 1093.277099609375]",127.1520685450335,10629.56454757601,0.005126140310366518,0,433,1057,5,Military_Aircraft,0 Military_Aircraft
739,"(1920, 1080)",2073600,"(433, 1059)",2,Drone,0.6869639754295349,"[362.9061584472656, 1022.9057006835938, 503.12738037109375, 1095.8841552734375]",59.94005994005994,10233.128076700494,0.004934957598717445,0,433,1059,5,Military_Aircraft,0 Military_Aircraft
740,"(1920, 1080)",2073600,"(434, 1057)",5,Military_Aircraft,0.8409132361412048,"[374.3049621582031, 1028.177978515625, 494.2736511230469, 1086.81396484375]",67.015024300693,7034.482405945659,0.003392400851632744,0,434,1057,5,Military_Aircraft,0 Military_Aircraft
741,"(1920, 1080)",2073600,"(436, 1054)",0,Bird,0.6621121764183044,"[359.5309753417969, 1016.0407104492188, 513.4580078125, 1093.8070068359375]",108.05847978413554,11970.33522904478,0.0057727311096859475,0,436,1054,5,Military_Aircraft,0 Military_Aircraft
742,"(1920, 1080)",2073600,"(438, 1057)",2,Drone,0.5964683294296265,"[376.4396057128906, 1019.9679565429688, 501.43756103515625, 1094.9290771484375]",108.05847978413554,9369.986804349348,0.0045187050561098325,0,438,1057,5,Military_Aircraft,0 Military_Aircraft
743,"(1920, 1080)",2073600,"(439, 1055)",5,Military_Aircraft,0.8952023983001709,"[373.65362548828125, 1028.3620300292969, 504.40374755859375, 1083.2780456542969]",67.015024300693,7180.275746583939,0.003462710140135001,0,439,1055,5,Military_Aircraft,0 Military_Aircraft
744,"(1920, 1080)",2073600,"(441, 1055)",3,Helicopter,0.3878125846385956,"[367.490966796875, 1017.1000061035156, 514.5857543945312, 1094.3238830566406]",59.94005994005994,11359.229777887464,0.005478023619737395,0,441,1055,5,Military_Aircraft,0 Military_Aircraft
745,"(1920, 1080)",2073600,"(442, 1054)",0,Bird,0.6765560507774353,"[378.8467712402344, 1012.6197509765625, 505.8604431152344, 1096.2657470703125]",42.38402284834451,10624.185101509094,0.005123546055897518,0,442,1054,5,Military_Aircraft,0 Military_Aircraft
746,"(1920, 1080)",2073600,"(443, 1055)",3,Helicopter,0.4283635914325714,"[370.19818115234375, 1020.0191040039062, 515.8643798828125, 1090.1842041015625]",42.38402284834451,10220.683414768428,0.0049289561220912555,0,443,1055,5,Military_Aircraft,0 Military_Aircraft
747,"(1920, 1080)",2073600,"(446, 1056)",2,Drone,0.7121766805648804,"[376.1617126464844, 1019.4038696289062, 515.941650390625, 1092.9893188476562]",94.77355624880258,10285.769510671496,0.004960344092723523,0,446,1056,5,Military_Aircraft,0 Military_Aircraft
748,"(1920, 1080)",2073600,"(448, 1054)",5,Military_Aircraft,0.8888746500015259,"[390.1346435546875, 1027.0447387695312, 506.0489501953125, 1082.1890869140625]",84.76804569668901,6392.018880322576,0.0030825708334888966,0,448,1054,5,Military_Aircraft,0 Military_Aircraft
749,"(1920, 1080)",2073600,"(451, 1052)",0,Bird,0.7084582448005676,"[374.00592041015625, 1012.0763549804688, 529.6492309570312, 1092.00390625]",108.05847978413554,12440.188683494925,0.005999319388259513,0,451,1052,5,Military_Aircraft,0 Military_Aircraft
750,"(1920, 1080)",2073600,"(451, 1055)",2,Drone,0.7661312818527222,"[387.8731384277344, 1017.322509765625, 514.15380859375, 1094.0709228515625]",89.91008991008991,9691.84103867039,0.004673920253988421,0,451,1055,5,Military_Aircraft,0 Military_Aircraft
751,"(1920, 1080)",2073600,"(451, 1054)",5,Military_Aircraft,0.8690655827522278,"[385.73358154296875, 1025.2402954101562, 517.1133422851562, 1083.4358520507812]",29.97002997002997,7645.718307703733,0.003687171251786137,0,451,1054,5,Military_Aircraft,0 Military_Aircraft
752,"(1920, 1080)",2073600,"(451, 1056)",0,Bird,0.561809778213501,"[377.83795166015625, 1019.2496337890625, 525.6588745117188, 1093.2542724609375]",59.94005994005994,10939.433983772993,0.005275575802359661,0,451,1056,5,Military_Aircraft,0 Military_Aircraft
753,"(1920, 1080)",2073600,"(455, 1055)",0,Bird,0.6357628703117371,"[392.85406494140625, 1013.770263671875, 518.5870971679688, 1096.474365234375]",123.56959916936046,10398.63746702671,0.005014775013033715,0,455,1055,5,Military_Aircraft,0 Military_Aircraft
754,"(1920, 1080)",2073600,"(457, 1053)",0,Bird,0.6261641383171082,"[382.5765380859375, 1014.4359741210938, 532.29345703125, 1091.9063720703125]",84.76804569668901,11598.629290424287,0.0055934747735456635,0,457,1053,5,Military_Aircraft,0 Military_Aircraft
755,"(1920, 1080)",2073600,"(457, 1056)",2,Drone,0.8041613101959229,"[387.8588562011719, 1019.0866394042969, 526.2843627929688, 1094.1265563964844]",89.91008991008991,10387.438524249941,0.005009374288314979,0,457,1056,5,Military_Aircraft,0 Military_Aircraft
756,"(1920, 1080)",2073600,"(459, 1054)",5,Military_Aircraft,0.8767858147621155,"[401.01593017578125, 1025.91845703125, 517.848876953125, 1082.4508056640625]",84.76804569668901,6604.8408790156245,0.00318520489921664,0,459,1054,5,Military_Aircraft,0 Military_Aircraft
757,"(1920, 1080)",2073600,"(460, 1054)",0,Bird,0.6720849871635437,"[386.54443359375, 1016.4462890625, 535.203369140625, 1092.022705078125]",29.97002997002997,11235.109557330608,0.005418166260286752,0,460,1054,5,Military_Aircraft,0 Military_Aircraft
758,"(1920, 1080)",2073600,"(460, 1057)",2,Drone,0.6990953683853149,"[403.05377197265625, 1024.173828125, 517.5528564453125, 1091.39892578125]",89.91008991008991,7697.212135225534,0.0037120043090400918,0,460,1057,5,Military_Aircraft,0 Military_Aircraft
759,"(1920, 1080)",2073600,"(463, 1055)",5,Military_Aircraft,0.8974538445472717,"[400.26593017578125, 1027.47314453125, 526.9636840820312, 1082.7666625976562]",108.05847978413554,7005.564544588327,0.003378455123740513,0,463,1055,5,Military_Aircraft,0 Military_Aircraft
760,"(1920, 1080)",2073600,"(461, 1056)",3,Helicopter,0.6068099141120911,"[391.99517822265625, 1018.6517333984375, 530.963134765625, 1093.8475341796875]",67.015024300693,10449.806775182486,0.0050394515698218,0,461,1056,5,Military_Aircraft,0 Military_Aircraft
761,"(1920, 1080)",2073600,"(465, 1057)",5,Military_Aircraft,0.8385900855064392,"[413.43231201171875, 1028.4405517578125, 518.5300903320312, 1086.0750732421875]",123.56959916936046,6057.260162562132,0.0029211324086430034,0,465,1057,5,Military_Aircraft,0 Military_Aircraft
762,"(1920, 1080)",2073600,"(466, 1052)",0,Bird,0.5627440214157104,"[391.6700439453125, 1016.28076171875, 540.837158203125, 1089.652587890625]",152.8177676401434,10944.663577884436,0.005278097790260627,0,466,1052,5,Military_Aircraft,0 Military_Aircraft
763,"(1920, 1080)",2073600,"(464, 1059)",2,Drone,0.7384710311889648,"[400.50408935546875, 1022.9038696289062, 528.904052734375, 1096.2320556640625]",218.1851115668487,9415.336401555687,0.004540575039330482,0,464,1059,5,Military_Aircraft,0 Military_Aircraft
764,"(1920, 1080)",2073600,"(470, 1056)",5,Military_Aircraft,0.8919343948364258,"[413.70001220703125, 1029.5025634765625, 528.242919921875, 1083.9405517578125]",201.045072902079,6235.485467880964,0.003007082112211113,0,470,1056,5,Military_Aircraft,0 Military_Aircraft
765,"(1920, 1080)",2073600,"(466, 1057)",2,Drone,0.551518976688385,"[396.22637939453125, 1021.6600952148438, 537.186767578125, 1094.1348266601562]",123.56959916936046,10216.066278032959,0.004926729493650153,0,466,1057,5,Military_Aircraft,0 Military_Aircraft
766,"(1920, 1080)",2073600,"(469, 1059)",2,Drone,0.4400520622730255,"[408.4243469238281, 1021.9429321289062, 531.5376586914062, 1097.8231201171875]",108.05847978413554,9341.861240783706,0.004505141416273006,0,469,1059,5,Military_Aircraft,0 Military_Aircraft
767,"(1920, 1080)",2073600,"(471, 1059)",5,Military_Aircraft,0.745878279209137,"[406.60943603515625, 1027.1836547851562, 536.5476684570312, 1090.8435668945312]",59.94005994005994,8271.856455624104,0.003989128306145884,0,471,1059,5,Military_Aircraft,0 Military_Aircraft
768,"(1920, 1080)",2073600,"(468, 1061)",3,Helicopter,0.6931207776069641,"[400.62445068359375, 1022.3265991210938, 537.2266235351562, 1099.7429809570312]",108.05847978413554,10575.245973095298,0.005099945010173273,0,468,1061,5,Military_Aircraft,0 Military_Aircraft
769,"(1920, 1080)",2073600,"(475, 1059)",5,Military_Aircraft,0.7142980098724365,"[424.66241455078125, 1029.9739379882812, 525.9158325195312, 1089.8278198242188]",218.1851115668487,6060.410114586353,0.0029226514827287585,0,475,1059,5,Military_Aircraft,0 Military_Aircraft
770,"(1920, 1080)",2073600,"(473, 1060)",5,Military_Aircraft,0.7423413395881653,"[407.9039306640625, 1030.9378356933594, 538.3767700195312, 1090.0895080566406]",67.015024300693,7717.686645861715,0.003721878204987324,0,473,1060,5,Military_Aircraft,0 Military_Aircraft
771,"(1920, 1080)",2073600,"(474, 1064)",2,Drone,0.7664560675621033,"[403.56695556640625, 1019.84326171875, 546.1182250976562, 1108.5047607421875]",123.56959916936046,12638.809244334698,0.006095104766750915,0,474,1064,5,Military_Aircraft,0 Military_Aircraft
772,"(1920, 1080)",2073600,"(478, 1060)",5,Military_Aircraft,0.8867566585540771,"[422.25555419921875, 1032.723876953125, 535.5442504882812, 1088.683349609375]",169.53609139337803,6339.575702250004,0.003057279949001738,0,478,1060,5,Military_Aircraft,0 Military_Aircraft
773,"(1920, 1080)",2073600,"(476, 1063)",5,Military_Aircraft,0.8235065340995789,"[414.833984375, 1036.6680908203125, 538.8983764648438, 1090.81201171875]",108.05847978413554,6717.332631625235,0.003239454394109392,0,476,1063,5,Military_Aircraft,0 Military_Aircraft
774,"(1920, 1080)",2073600,"(479, 1064)",5,Military_Aircraft,0.8814829587936401,"[430.919921875, 1037.3802490234375, 527.9715576171875, 1091.0982666015625]",94.77355624880258,5213.421474784613,0.0025141885970219003,0,479,1064,5,Military_Aircraft,0 Military_Aircraft
775,"(1920, 1080)",2073600,"(479, 1062)",5,Military_Aircraft,0.8695712089538574,"[420.37017822265625, 1035.6343994140625, 538.4691162109375, 1090.3348388671875]",59.94005994005994,6460.0638069063425,0.0031153857093491233,0,479,1062,5,Military_Aircraft,0 Military_Aircraft
776,"(1920, 1080)",2073600,"(475, 1066)",3,Helicopter,0.555503249168396,"[411.791748046875, 1035.2615051269531, 539.221923828125, 1098.4397888183594]",169.53609139337803,8050.819796353579,0.003882532695000761,0,475,1066,5,Military_Aircraft,0 Military_Aircraft
777,"(1920, 1080)",2073600,"(483, 1063)",5,Military_Aircraft,0.8918784260749817,"[432.5159912109375, 1035.3263244628906, 534.93212890625, 1092.1824645996094]",256.0640483112147,5822.986277066171,0.0028081531042950286,0,483,1063,5,Military_Aircraft,0 Military_Aircraft
778,"(1920, 1080)",2073600,"(478, 1066)",5,Military_Aircraft,0.8372249603271484,"[419.10308837890625, 1039.787353515625, 538.4359741210938, 1092.611328125]",174.7538030423167,6303.63732650876,0.0030399485563796106,0,478,1066,5,Military_Aircraft,0 Military_Aircraft
779,"(1920, 1080)",2073600,"(482, 1066)",2,Drone,0.696320652961731,"[412.7138671875, 1025.1285400390625, 551.3626708984375, 1108.0885009765625]",119.88011988011988,11502.29933989048,0.005547019357586072,0,482,1066,5,Military_Aircraft,0 Military_Aircraft
780,"(1920, 1080)",2073600,"(484, 1066)",5,Military_Aircraft,0.8751860857009888,"[430.1136474609375, 1038.1582946777344, 539.0223388671875, 1094.2208557128906]",59.94005994005994,6105.700159221888,0.0029444927465383333,0,484,1066,5,Military_Aircraft,0 Military_Aircraft
781,"(1920, 1080)",2073600,"(478, 1068)",5,Military_Aircraft,0.7822105288505554,"[418.38348388671875, 1040.2565307617188, 538.68701171875, 1096.9365844726562]",189.54711249760516,6818.810419134796,0.0032883923703389255,0,478,1068,5,Military_Aircraft,0 Military_Aircraft
782,"(1920, 1080)",2073600,"(484, 1069)",5,Military_Aircraft,0.8463996648788452,"[436.60418701171875, 1042.0565795898438, 532.1991577148438, 1096.2178344726562]",182.30057533361295,5177.543573766947,0.0024968863685218686,0,484,1069,5,Military_Aircraft,0 Military_Aircraft
783,"(1920, 1080)",2073600,"(483, 1067)",5,Military_Aircraft,0.8705586194992065,"[427.1168212890625, 1039.9541625976562, 538.9282836914062, 1095.2621459960938]",67.015024300693,6184.066506303847,0.00298228515929005,0,483,1067,5,Military_Aircraft,0 Military_Aircraft
784,"(1920, 1080)",2073600,"(479, 1071)",2,Drone,0.36750251054763794,"[420.50164794921875, 1038.7923583984375, 539.13037109375, 1104.4293212890625]",169.53609139337803,7786.429098799825,0.003755029465084792,0,479,1071,5,Military_Aircraft,0 Military_Aircraft
785,"(1920, 1080)",2073600,"(488, 1068)",5,Military_Aircraft,0.8438166379928589,"[439.61883544921875, 1038.8657836914062, 536.7461547851562, 1097.8269653320312]",284.3206687464077,5726.7415176332,0.002761738772006751,0,488,1068,5,Military_Aircraft,0 Military_Aircraft
786,"(1920, 1080)",2073600,"(481, 1070)",5,Military_Aircraft,0.8812341690063477,"[423.477783203125, 1043.9725341796875, 538.56982421875, 1097.021728515625]",218.1851115668487,6105.54005035758,0.0029444155335443577,0,481,1070,5,Military_Aircraft,0 Military_Aircraft
787,"(1920, 1080)",2073600,"(483, 1071)",2,Drone,0.7112939357757568,"[428.2691650390625, 1036.5243530273438, 538.623779296875, 1105.5878295898438]",67.015024300693,7621.473315358162,0.0036754790293972617,0,483,1071,5,Military_Aircraft,0 Military_Aircraft
788,"(1920, 1080)",2073600,"(486, 1069)",5,Military_Aircraft,0.8857486844062805,"[435.0648193359375, 1040.8815307617188, 538.67431640625, 1097.289794921875]",108.05847978413554,5844.431880243123,0.0028184953126172466,0,486,1069,5,Military_Aircraft,0 Military_Aircraft
789,"(1920, 1080)",2073600,"(480, 1072)",5,Military_Aircraft,0.5499570965766907,"[421.68988037109375, 1044.2088623046875, 538.5264892578125, 1100.4127197265625]",201.045072902079,6566.668107524514,0.003166795962347856,0,480,1072,5,Military_Aircraft,0 Military_Aircraft
790,"(1920, 1080)",2073600,"(487, 1073)",5,Military_Aircraft,0.871648907661438,"[439.73968505859375, 1045.6375732421875, 535.1246337890625, 1100.691650390625]",211.92011424172253,5251.330326206982,0.002532470257622966,0,487,1073,5,Military_Aircraft,0 Military_Aircraft
791,"(1920, 1080)",2073600,"(484, 1071)",5,Military_Aircraft,0.8814416527748108,"[430.97137451171875, 1044.2150573730469, 538.6039428710938, 1098.3946838378906]",108.05847978413554,5831.492349162698,0.0028122551838168875,0,484,1071,5,Military_Aircraft,0 Military_Aircraft
792,"(1920, 1080)",2073600,"(491, 1074)",2,Drone,0.3069756329059601,"[418.7833557128906, 1035.35107421875, 563.493408203125, 1113.5242919921875]",228.24494822768958,11312.450447324663,0.005455464143192835,0,491,1074,5,Military_Aircraft,0 Military_Aircraft
793,"(1920, 1080)",2073600,"(490, 1071)",5,Military_Aircraft,0.8814183473587036,"[442.9296875, 1043.1542358398438, 538.16845703125, 1100.1973266601562]",94.77355624880258,5432.713779985905,0.002619942988033326,0,490,1071,5,Military_Aircraft,0 Military_Aircraft
